state,city,locality,area_sqft,bedrooms,bathrooms,parking,property_age_years,property_type,furnishing,floor_no,total_floors,price_inr
Gujarat,Ahmedabad,Vastrapur,1020,2,2,3,5,Apartment,Furnished,24,25,9493000.0
Tripura,Agartala,Banamalipur,666,2,3,0,8,Villa,Semi-Furnished,3,19,3560000.0
Goa,Panaji,Dona Paula,2209,2,3,2,8,Apartment,Semi-Furnished,8,9,30895000.0
Karnataka,Bengaluru,Indiranagar,984,1,2,2,5,Independent House,Furnished,17,18,18461000.0
Manipur,Imphal,Lamphelpat,511,2,2,2,5,Apartment,Unfurnished,7,19,1537000.0
Manipur,Imphal,Thangal Bazar,781,4,4,1,0,Apartment,Furnished,0,16,3050000.0
Karnataka,Bengaluru,Koramangala,1334,3,3,1,1,Apartment,Semi-Furnished,9,27,18182000.0
Goa,Panaji,Miramar,1201,4,4,0,25,Apartment,Unfurnished,11,14,10397000.0
Jharkhand,Ranchi,Harmu,1471,4,4,1,2,Apartment,Unfurnished,5,13,6449000.0
Ladakh,Leh,Leh Market,2078,4,5,3,2,Apartment,Furnished,17,18,11644000.0
Gujarat,Surat,Vesu,1222,3,2,1,8,Builder Floor,Unfurnished,2,16,6866000.0
Kerala,Kochi,Edappally,462,2,1,1,12,Apartment,Semi-Furnished,14,25,2905000.0
Assam,Guwahati,Khanapara,350,3,3,2,12,Apartment,Furnished,13,14,1407000.0
Kerala,Thiruvananthapuram,Pattom,538,3,2,1,25,Builder Floor,Semi-Furnished,10,11,2399000.0
Rajasthan,Jaipur,C Scheme,350,4,5,1,2,Builder Floor,Unfurnished,19,20,2914000.0
Maharashtra,Pune,Viman Nagar,1069,1,1,2,18,Apartment,Unfurnished,8,12,8561000.0
Uttar Pradesh,Noida,Sector 18,1656,3,3,1,5,Apartment,Semi-Furnished,9,12,17118000.0
Jammu and Kashmir,Srinagar,Rajbagh,1296,4,4,1,12,Apartment,Semi-Furnished,19,20,7783000.0
Kerala,Thiruvananthapuram,Pattom,1513,2,1,1,1,Apartment,Semi-Furnished,9,10,8132000.0
Puducherry,Puducherry City,White Town,1033,2,1,2,12,Villa,Unfurnished,20,21,10855000.0
Arunachal Pradesh,Itanagar,Chandranagar,565,2,3,3,12,Apartment,Semi-Furnished,14,15,1559000.0
Maharashtra,Nagpur,Civil Lines,709,2,3,2,12,Apartment,Furnished,21,22,4771000.0
Bihar,Patna,Kankarbagh,511,2,1,0,25,Apartment,Unfurnished,9,29,1570000.0
Gujarat,Surat,City Light,1730,5,5,1,5,Apartment,Furnished,9,10,12281000.0
Tamil Nadu,Chennai,OMR,857,3,4,2,8,Independent House,Unfurnished,22,23,5755000.0
Goa,Panaji,Dona Paula,734,4,3,1,12,Apartment,Furnished,15,16,8358000.0
Maharashtra,Mumbai,Bandra,1549,3,3,3,2,Builder Floor,Semi-Furnished,0,5,43357000.0
Goa,Panaji,Dona Paula,2218,4,4,0,1,Independent House,Furnished,24,25,35656000.0
Punjab,Ludhiana,Sarabha Nagar,1386,2,1,3,5,Villa,Unfurnished,17,18,13379000.0
Assam,Guwahati,Khanapara,751,3,3,1,5,Apartment,Semi-Furnished,22,26,3140000.0
Mizoram,Aizawl,Dawrpui,1483,2,2,2,18,Apartment,Unfurnished,8,21,4709000.0
Telangana,Hyderabad,Kondapur,1809,2,2,1,25,Apartment,Unfurnished,3,27,10232000.0
Bihar,Patna,Boring Road,725,1,2,1,0,Apartment,Unfurnished,8,10,5727000.0
Punjab,Ludhiana,Model Town,1262,2,1,0,2,Apartment,Unfurnished,20,21,7994000.0
Rajasthan,Udaipur,Hiran Magri,1116,3,3,2,1,Apartment,Unfurnished,2,22,6072000.0
Chandigarh,Chandigarh City,Sector 44,585,4,3,3,2,Apartment,Unfurnished,11,18,4982000.0
Chandigarh,Chandigarh City,Sector 44,1716,4,4,0,12,Independent House,Unfurnished,0,22,11607000.0
Karnataka,Bengaluru,Indiranagar,1117,1,2,1,2,Builder Floor,Unfurnished,3,15,17153000.0
Madhya Pradesh,Indore,Rau,1585,3,3,3,1,Apartment,Furnished,23,24,8692000.0
Haryana,Faridabad,Greenfield Colony,988,2,1,1,5,Builder Floor,Unfurnished,14,19,5138000.0
Tripura,Agartala,Banamalipur,756,2,1,3,8,Apartment,Unfurnished,9,18,3283000.0
Tamil Nadu,Chennai,OMR,788,3,3,1,8,Apartment,Semi-Furnished,14,18,5468000.0
Chandigarh,Chandigarh City,Sector 44,1673,3,2,2,2,Apartment,Furnished,5,19,16104000.0
Chandigarh,Chandigarh City,Sector 9,893,3,4,0,5,Independent House,Unfurnished,18,19,9031000.0
Haryana,Gurugram,Sector 49,1723,3,3,2,18,Apartment,Unfurnished,21,23,12299000.0
Maharashtra,Mumbai,Borivali,454,2,1,1,5,Apartment,Semi-Furnished,5,19,6274000.0
Rajasthan,Jaipur,Malviya Nagar,606,1,1,1,18,Independent House,Unfurnished,11,26,3327000.0
Maharashtra,Pune,Hinjewadi,1368,1,2,1,5,Apartment,Semi-Furnished,13,14,11714000.0
Chandigarh,Chandigarh City,Sector 9,1426,3,3,1,25,Apartment,Semi-Furnished,7,19,13709000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Nani Daman,737,2,2,1,2,Independent House,Furnished,0,28,3975000.0
Ladakh,Leh,Skara,1680,2,1,2,5,Villa,Semi-Furnished,16,17,8905000.0
Goa,Panaji,Dona Paula,1744,2,3,1,8,Apartment,Unfurnished,12,20,23717000.0
Chandigarh,Chandigarh City,Sector 21,565,2,2,1,12,Apartment,Semi-Furnished,21,26,4669000.0
Chhattisgarh,Raipur,Telibandha,914,2,2,2,2,Apartment,Furnished,23,24,5018000.0
Tripura,Agartala,Akhaura Road,1921,3,4,1,25,Apartment,Furnished,17,18,6098000.0
Tamil Nadu,Chennai,Anna Nagar,1128,5,6,1,5,Apartment,Unfurnished,5,9,12844000.0
Maharashtra,Mumbai,Powai,1455,3,3,1,2,Builder Floor,Unfurnished,16,17,28041000.0
Ladakh,Leh,Skara,1657,2,1,0,12,Builder Floor,Semi-Furnished,22,23,4882000.0
Chhattisgarh,Raipur,Shankar Nagar,1828,2,2,3,0,Independent House,Semi-Furnished,12,13,12555000.0
Madhya Pradesh,Indore,Vijay Nagar,1060,1,1,1,1,Apartment,Semi-Furnished,1,26,7568000.0
Uttar Pradesh,Lucknow,Hazratganj,1469,1,1,1,18,Villa,Semi-Furnished,18,28,16157000.0
Haryana,Gurugram,Sector 49,1045,3,3,2,12,Independent House,Unfurnished,7,29,8503000.0
Maharashtra,Mumbai,Bandra,1241,2,1,2,18,Builder Floor,Unfurnished,2,25,29750000.0
Telangana,Hyderabad,Gachibowli,771,1,2,1,5,Apartment,Unfurnished,2,16,5688000.0
Uttar Pradesh,Kanpur,Swaroop Nagar,1308,3,3,0,8,Apartment,Semi-Furnished,2,29,5780000.0
Sikkim,Gangtok,MG Marg,880,2,2,3,8,Apartment,Semi-Furnished,3,8,6707000.0
Himachal Pradesh,Shimla,Sanjauli,2732,3,2,2,5,Apartment,Semi-Furnished,17,28,16497000.0
Andhra Pradesh,Vijayawada,Governorpet,1237,2,2,1,8,Independent House,Unfurnished,13,26,5877000.0
Jammu and Kashmir,Srinagar,Jawahar Nagar,920,5,4,1,18,Apartment,Furnished,10,28,4051000.0
Rajasthan,Udaipur,Hiran Magri,892,2,1,2,2,Apartment,Unfurnished,11,17,5067000.0
Maharashtra,Pune,Koregaon Park,627,1,1,1,2,Apartment,Furnished,2,20,9143000.0
Uttar Pradesh,Kanpur,Swaroop Nagar,548,1,2,3,12,Villa,Semi-Furnished,8,9,3581000.0
Chandigarh,Chandigarh City,Sector 21,839,2,2,2,18,Villa,Semi-Furnished,13,14,9406000.0
Haryana,Gurugram,Sector 49,609,2,3,2,1,Villa,Semi-Furnished,10,25,7244000.0
Manipur,Imphal,Thangal Bazar,1381,3,3,0,2,Independent House,Unfurnished,18,21,5016000.0
Delhi,New Delhi,Saket,1052,4,3,2,5,Builder Floor,Furnished,9,10,23159000.0
Rajasthan,Jaipur,Vaishali Nagar,2485,3,3,1,18,Builder Floor,Semi-Furnished,8,13,9618000.0
Delhi,New Delhi,Saket,599,3,3,1,25,Independent House,Furnished,24,25,10131000.0
Uttar Pradesh,Kanpur,Civil Lines,461,4,5,2,8,Apartment,Semi-Furnished,3,11,2701000.0
Karnataka,Mysuru,Gokulam,1608,4,3,2,12,Apartment,Furnished,23,29,9741000.0
Rajasthan,Jaipur,C Scheme,762,2,3,2,12,Apartment,Semi-Furnished,22,29,6614000.0
Assam,Guwahati,Beltola,449,3,2,2,8,Builder Floor,Furnished,10,11,2214000.0
Rajasthan,Jaipur,Vaishali Nagar,350,2,1,2,12,Apartment,Semi-Furnished,1,6,1525000.0
Madhya Pradesh,Bhopal,MP Nagar,732,4,3,1,5,Apartment,Furnished,19,20,4479000.0
Gujarat,Surat,City Light,955,2,1,0,2,Builder Floor,Unfurnished,23,24,6266000.0
Ladakh,Leh,Skara,1103,3,4,0,8,Builder Floor,Unfurnished,22,23,3864000.0
Goa,Panaji,Dona Paula,1434,1,2,2,12,Apartment,Semi-Furnished,7,19,19017000.0
Mizoram,Aizawl,Chanmari,1653,3,3,1,5,Villa,Unfurnished,3,23,7128000.0
Himachal Pradesh,Shimla,Chhota Shimla,855,3,3,2,25,Apartment,Furnished,21,22,5828000.0
Tamil Nadu,Chennai,Velachery,1026,2,1,1,12,Apartment,Unfurnished,12,13,7119000.0
Uttar Pradesh,Kanpur,Civil Lines,550,2,2,1,18,Villa,Unfurnished,0,24,2671000.0
Maharashtra,Nagpur,Civil Lines,1561,3,3,2,5,Apartment,Semi-Furnished,19,22,11405000.0
Lakshadweep,Kavaratti,Kavaratti Town,932,3,2,2,12,Independent House,Semi-Furnished,21,26,3530000.0
Andaman and Nicobar Islands,Port Blair,Haddo,954,3,4,0,25,Apartment,Semi-Furnished,5,17,3657000.0
Ladakh,Leh,Leh Market,541,2,1,1,5,Builder Floor,Furnished,2,11,2625000.0
Jharkhand,Ranchi,Harmu,537,5,5,1,2,Independent House,Semi-Furnished,7,22,2755000.0
Ladakh,Leh,Leh Market,967,2,2,1,8,Independent House,Semi-Furnished,7,8,4979000.0
Punjab,Chandigarh,Sector 35,1411,3,2,2,1,Apartment,Semi-Furnished,4,27,12308000.0
Puducherry,Puducherry City,Reddiarpalayam,572,3,4,1,12,Independent House,Semi-Furnished,3,4,2578000.0
Himachal Pradesh,Shimla,Sanjauli,1583,3,2,1,2,Apartment,Unfurnished,9,10,9421000.0
Uttar Pradesh,Noida,Sector 62,436,3,3,1,8,Independent House,Unfurnished,8,9,3762000.0
Mizoram,Aizawl,Chanmari,1261,3,3,0,8,Villa,Unfurnished,18,19,5337000.0
Tamil Nadu,Coimbatore,Saibaba Colony,894,2,1,1,18,Apartment,Semi-Furnished,12,13,4958000.0
Kerala,Kochi,Marine Drive,1184,2,1,0,8,Independent House,Furnished,8,9,14150000.0
Maharashtra,Nagpur,Wardha Road,814,3,3,2,12,Builder Floor,Unfurnished,9,27,3787000.0
Delhi,New Delhi,Dwarka,2205,3,2,1,8,Independent House,Semi-Furnished,21,27,26658000.0
Delhi,New Delhi,Rohini,1346,3,2,1,5,Apartment,Unfurnished,21,22,13348000.0
Haryana,Gurugram,Golf Course Road,941,4,3,1,0,Apartment,Semi-Furnished,2,7,16299000.0
Andhra Pradesh,Visakhapatnam,Dwaraka Nagar,1161,2,2,1,12,Independent House,Furnished,14,18,6870000.0
Gujarat,Surat,City Light,751,2,2,2,2,Apartment,Semi-Furnished,16,17,5763000.0
Uttar Pradesh,Noida,Sector 137,1341,4,3,1,5,Villa,Semi-Furnished,10,12,13976000.0
Goa,Margao,Borda,1285,5,5,1,12,Apartment,Unfurnished,13,14,6687000.0
Goa,Margao,Fatorda,350,1,1,0,2,Apartment,Furnished,13,28,2699000.0
Maharashtra,Nagpur,Wardha Road,1558,1,1,0,5,Apartment,Unfurnished,9,14,6794000.0
Kerala,Thiruvananthapuram,Kowdiar,350,2,1,2,8,Independent House,Semi-Furnished,24,25,2719000.0
Tamil Nadu,Coimbatore,RS Puram,1939,4,3,0,5,Villa,Furnished,12,13,21473000.0
Maharashtra,Nagpur,Dharampeth,1455,2,1,2,5,Apartment,Furnished,20,21,9776000.0
Assam,Guwahati,Dispur,1298,3,2,1,25,Apartment,Unfurnished,11,25,6351000.0
Chandigarh,Chandigarh City,Sector 9,1345,2,3,2,0,Independent House,Unfurnished,6,28,18283000.0
Kerala,Thiruvananthapuram,Kowdiar,1804,2,1,1,8,Villa,Unfurnished,3,25,15121000.0
Uttarakhand,Dehradun,Rajpur Road,1698,4,4,2,25,Builder Floor,Semi-Furnished,24,25,9177000.0
Madhya Pradesh,Indore,Rau,2422,5,6,1,12,Independent House,Furnished,5,6,11963000.0
Delhi,New Delhi,Dwarka,1328,2,2,1,1,Apartment,Furnished,15,16,17219000.0
West Bengal,Kolkata,Park Street,1641,2,1,2,8,Builder Floor,Semi-Furnished,10,11,29587000.0
West Bengal,Kolkata,Howrah,1856,3,3,2,25,Apartment,Semi-Furnished,22,23,6484000.0
Madhya Pradesh,Bhopal,MP Nagar,1900,3,3,1,25,Apartment,Furnished,7,22,10466000.0
Bihar,Patna,Kankarbagh,639,3,2,2,18,Apartment,Unfurnished,4,5,2757000.0
Maharashtra,Mumbai,Borivali,1245,2,2,1,2,Independent House,Semi-Furnished,1,26,18187000.0
West Bengal,Kolkata,Ballygunge,1142,3,2,1,12,Apartment,Semi-Furnished,4,9,15620000.0
Telangana,Hyderabad,Gachibowli,1622,2,1,3,2,Apartment,Unfurnished,3,5,13433000.0
Arunachal Pradesh,Itanagar,Chandranagar,1437,3,3,1,2,Apartment,Unfurnished,16,17,4674000.0
Tamil Nadu,Chennai,T Nagar,1133,3,4,1,2,Apartment,Unfurnished,20,21,14609000.0
Goa,Margao,Fatorda,1794,2,3,1,12,Apartment,Furnished,13,14,13140000.0
Manipur,Imphal,Thangal Bazar,2247,3,3,2,5,Independent House,Semi-Furnished,1,3,8023000.0
Assam,Guwahati,Beltola,844,4,4,1,8,Builder Floor,Furnished,7,24,4394000.0
Punjab,Chandigarh,Sector 22,1479,2,3,0,5,Apartment,Unfurnished,12,13,14840000.0
Puducherry,Puducherry City,White Town,1723,4,3,2,18,Builder Floor,Unfurnished,10,11,14012000.0
Assam,Guwahati,Zoo Road,541,2,1,1,0,Apartment,Furnished,24,29,3386000.0
Jammu and Kashmir,Srinagar,Jawahar Nagar,1393,2,3,1,8,Apartment,Semi-Furnished,15,16,7763000.0
Tamil Nadu,Coimbatore,RS Puram,1016,4,5,2,8,Independent House,Semi-Furnished,23,24,7039000.0
Assam,Guwahati,Dispur,350,2,2,2,8,Apartment,Furnished,11,12,2184000.0
Meghalaya,Shillong,Police Bazar,820,2,1,1,25,Independent House,Furnished,13,17,4301000.0
Puducherry,Puducherry City,Lawspet,350,5,5,1,25,Builder Floor,Unfurnished,1,8,1434000.0
Odisha,Bhubaneswar,Saheed Nagar,495,1,1,2,18,Apartment,Unfurnished,21,22,2631000.0
Jammu and Kashmir,Jammu,Gandhi Nagar,1742,2,2,0,2,Independent House,Unfurnished,20,21,10706000.0
Puducherry,Puducherry City,Lawspet,1454,2,3,2,25,Apartment,Unfurnished,10,28,6052000.0
Jammu and Kashmir,Jammu,Gandhi Nagar,1410,4,3,1,8,Apartment,Semi-Furnished,21,24,8029000.0
Punjab,Ludhiana,Sarabha Nagar,945,5,5,0,12,Apartment,Unfurnished,8,29,5627000.0
Karnataka,Bengaluru,Indiranagar,1764,3,2,3,5,Apartment,Furnished,16,17,29886000.0
Chhattisgarh,Raipur,Shankar Nagar,1958,1,1,1,2,Apartment,Unfurnished,22,23,10610000.0
West Bengal,Kolkata,Howrah,2190,3,4,0,18,Apartment,Semi-Furnished,12,13,9148000.0
Tamil Nadu,Coimbatore,RS Puram,1153,2,1,0,8,Apartment,Unfurnished,24,25,6262000.0
Rajasthan,Jaipur,C Scheme,733,2,2,1,25,Apartment,Unfurnished,22,23,4432000.0
Delhi,New Delhi,Vasant Vihar,1426,3,3,2,5,Builder Floor,Unfurnished,11,18,44936000.0
Uttar Pradesh,Kanpur,Civil Lines,1440,3,4,2,25,Apartment,Furnished,16,17,6676000.0
Uttar Pradesh,Lucknow,Alambagh,651,4,4,1,5,Apartment,Unfurnished,23,24,3128000.0
Maharashtra,Nagpur,Civil Lines,741,1,1,1,12,Independent House,Semi-Furnished,8,12,4987000.0
Haryana,Gurugram,DLF Phase 1,824,4,5,2,5,Apartment,Semi-Furnished,12,13,13279000.0
Tamil Nadu,Chennai,Anna Nagar,1388,2,1,2,18,Villa,Furnished,1,26,20205000.0
West Bengal,Kolkata,Salt Lake,1280,3,3,1,0,Apartment,Furnished,19,20,15437000.0
Manipur,Imphal,Thangal Bazar,1347,2,2,1,8,Villa,Furnished,24,26,6776000.0
Goa,Panaji,Caranzalem,2285,2,3,2,2,Apartment,Unfurnished,19,20,26029000.0
Delhi,New Delhi,Vasant Vihar,684,1,1,0,8,Apartment,Furnished,20,23,19540000.0
Punjab,Chandigarh,Sector 22,621,3,2,0,1,Apartment,Semi-Furnished,5,27,6616000.0
Delhi,New Delhi,Karol Bagh,869,1,2,2,1,Builder Floor,Furnished,18,19,13665000.0
Haryana,Faridabad,Sector 15,1656,3,3,2,2,Builder Floor,Semi-Furnished,3,19,10956000.0
Karnataka,Bengaluru,Hebbal,1792,2,2,2,5,Apartment,Unfurnished,15,16,12211000.0
Punjab,Ludhiana,Model Town,1061,2,2,2,1,Independent House,Furnished,10,20,8164000.0
Odisha,Bhubaneswar,Chandrasekharpur,2058,2,2,3,12,Independent House,Unfurnished,17,18,9074000.0
West Bengal,Kolkata,New Town,1202,3,3,3,8,Apartment,Semi-Furnished,16,17,8826000.0
Haryana,Faridabad,Greenfield Colony,1866,2,2,2,12,Builder Floor,Unfurnished,2,29,9876000.0
Punjab,Ludhiana,Model Town,1388,1,2,3,25,Independent House,Unfurnished,20,21,7621000.0
Uttar Pradesh,Noida,Sector 62,772,2,2,2,0,Builder Floor,Semi-Furnished,23,28,6795000.0
Maharashtra,Pune,Hinjewadi,2568,2,2,3,0,Apartment,Unfurnished,3,13,23112000.0
Karnataka,Bengaluru,Koramangala,612,2,3,2,5,Independent House,Unfurnished,13,29,8962000.0
Chhattisgarh,Raipur,Shankar Nagar,985,2,2,0,5,Independent House,Unfurnished,20,21,5483000.0
Arunachal Pradesh,Itanagar,Ganga Market,1736,3,3,1,1,Apartment,Semi-Furnished,15,16,7360000.0
West Bengal,Kolkata,Ballygunge,1639,3,2,0,12,Villa,Unfurnished,11,12,29051000.0
Maharashtra,Pune,Hinjewadi,1912,2,2,1,5,Independent House,Unfurnished,18,20,15360000.0
Kerala,Thiruvananthapuram,Kazhakkoottam,1157,4,5,3,2,Builder Floor,Unfurnished,16,28,6673000.0
Telangana,Hyderabad,Madhapur,1100,1,1,1,12,Apartment,Semi-Furnished,0,2,9837000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,1559,3,2,2,8,Apartment,Semi-Furnished,11,12,7584000.0
West Bengal,Kolkata,Howrah,1808,3,3,3,12,Villa,Unfurnished,0,24,12346000.0
Tripura,Agartala,Akhaura Road,1995,2,3,3,5,Apartment,Semi-Furnished,1,10,7217000.0
West Bengal,Kolkata,Howrah,1071,4,5,1,1,Builder Floor,Unfurnished,22,23,5024000.0
Uttarakhand,Dehradun,Rajpur Road,941,3,3,2,12,Villa,Furnished,20,21,10529000.0
Karnataka,Mysuru,Kuvempunagar,1764,3,3,1,5,Independent House,Unfurnished,20,21,9512000.0
Jharkhand,Ranchi,Kanke Road,621,4,4,1,12,Apartment,Semi-Furnished,1,29,2456000.0
Madhya Pradesh,Bhopal,Arera Colony,1783,2,2,2,5,Independent House,Furnished,0,19,13572000.0
Jammu and Kashmir,Srinagar,Jawahar Nagar,481,4,5,1,25,Apartment,Furnished,7,11,2389000.0
Uttar Pradesh,Noida,Sector 137,2293,2,1,1,8,Independent House,Semi-Furnished,0,1,18011000.0
Karnataka,Bengaluru,Hebbal,1520,2,2,2,18,Apartment,Semi-Furnished,4,5,9975000.0
Assam,Guwahati,Zoo Road,1328,2,1,0,12,Independent House,Unfurnished,24,25,7062000.0
Punjab,Chandigarh,Sector 17,588,4,4,1,2,Villa,Furnished,19,20,10933000.0
Assam,Guwahati,Zoo Road,403,2,1,2,18,Independent House,Unfurnished,11,12,1969000.0
Tamil Nadu,Chennai,T Nagar,967,3,2,1,8,Independent House,Furnished,7,20,13297000.0
Gujarat,Surat,Vesu,1023,3,3,1,18,Apartment,Furnished,23,24,7064000.0
Andhra Pradesh,Visakhapatnam,Dwaraka Nagar,597,3,3,1,18,Apartment,Semi-Furnished,5,26,2749000.0
Gujarat,Surat,City Light,350,4,4,2,25,Apartment,Unfurnished,14,26,1732000.0
Delhi,New Delhi,Vasant Vihar,815,3,2,0,2,Builder Floor,Unfurnished,13,27,21211000.0
Uttar Pradesh,Noida,Sector 18,949,3,3,0,1,Villa,Unfurnished,8,14,12243000.0
Puducherry,Puducherry City,White Town,783,3,2,1,12,Apartment,Semi-Furnished,21,26,7461000.0
Haryana,Gurugram,Golf Course Road,1304,2,1,1,0,Apartment,Unfurnished,1,12,20794000.0
Himachal Pradesh,Shimla,Sanjauli,350,2,2,1,1,Independent House,Semi-Furnished,24,25,2257000.0
Jammu and Kashmir,Srinagar,Rajbagh,1615,3,3,2,5,Villa,Unfurnished,8,19,16825000.0
Chhattisgarh,Raipur,Telibandha,1397,3,4,1,1,Apartment,Semi-Furnished,11,20,7241000.0
Madhya Pradesh,Bhopal,Kolar Road,1055,1,2,2,0,Builder Floor,Unfurnished,16,17,4638000.0
Gujarat,Surat,Vesu,1647,4,4,0,18,Apartment,Unfurnished,7,8,9139000.0
Karnataka,Bengaluru,Hebbal,952,5,6,1,12,Apartment,Unfurnished,17,27,6877000.0
Andhra Pradesh,Visakhapatnam,MVP Colony,2000,2,1,2,5,Builder Floor,Furnished,9,24,13766000.0
Madhya Pradesh,Bhopal,Arera Colony,1432,1,1,0,5,Builder Floor,Semi-Furnished,7,8,7504000.0
Kerala,Thiruvananthapuram,Kazhakkoottam,1652,5,6,0,5,Villa,Unfurnished,17,27,11487000.0
Karnataka,Mysuru,Kuvempunagar,1229,2,2,2,0,Independent House,Unfurnished,1,12,6873000.0
Punjab,Ludhiana,Model Town,350,3,4,2,12,Apartment,Semi-Furnished,13,14,2035000.0
Uttar Pradesh,Kanpur,Swaroop Nagar,1184,2,2,1,25,Apartment,Furnished,2,27,4826000.0
Tamil Nadu,Chennai,Anna Nagar,2203,1,1,1,12,Apartment,Unfurnished,9,17,24003000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Nani Daman,1095,2,2,2,12,Apartment,Furnished,12,24,5708000.0
Telangana,Hyderabad,Banjara Hills,873,1,1,2,2,Builder Floor,Unfurnished,7,8,13517000.0
Puducherry,Puducherry City,White Town,1149,2,1,2,8,Apartment,Semi-Furnished,20,28,11168000.0
West Bengal,Kolkata,New Town,642,4,4,3,2,Apartment,Unfurnished,15,16,4863000.0
Chhattisgarh,Raipur,Shankar Nagar,713,3,4,3,5,Apartment,Semi-Furnished,5,8,3932000.0
Madhya Pradesh,Indore,Rau,1357,4,4,2,2,Apartment,Unfurnished,3,13,5670000.0
Andhra Pradesh,Vijayawada,Auto Nagar,1694,2,1,1,5,Builder Floor,Furnished,20,21,7151000.0
Uttarakhand,Dehradun,Rajpur Road,1192,2,3,1,0,Apartment,Semi-Furnished,10,13,10676000.0
Haryana,Faridabad,Sector 15,525,4,4,1,8,Independent House,Unfurnished,15,19,3006000.0
Telangana,Hyderabad,Kukatpally,1046,3,3,3,1,Apartment,Unfurnished,19,20,7234000.0
Puducherry,Puducherry City,Reddiarpalayam,350,3,4,1,25,Independent House,Furnished,9,27,1438000.0
Manipur,Imphal,Lamphelpat,1237,4,3,3,0,Apartment,Semi-Furnished,2,13,3720000.0
West Bengal,Kolkata,New Town,1697,3,4,1,0,Apartment,Unfurnished,3,16,10814000.0
Maharashtra,Mumbai,Borivali,1521,4,4,0,18,Apartment,Semi-Furnished,9,19,19468000.0
Ladakh,Leh,Skara,1690,2,2,2,0,Apartment,Unfurnished,6,16,6142000.0
Haryana,Faridabad,Sector 15,1930,3,3,1,1,Builder Floor,Unfurnished,10,11,9189000.0
Kerala,Thiruvananthapuram,Pattom,1129,1,1,1,8,Independent House,Furnished,17,28,6699000.0
Rajasthan,Udaipur,Hiran Magri,859,3,3,2,25,Apartment,Unfurnished,2,29,3339000.0
Himachal Pradesh,Shimla,Chhota Shimla,1833,4,4,2,1,Villa,Unfurnished,0,20,17244000.0
Sikkim,Gangtok,MG Marg,1831,2,1,1,1,Independent House,Unfurnished,10,27,16586000.0
Karnataka,Mysuru,Gokulam,1123,2,3,0,12,Apartment,Furnished,17,18,6894000.0
Delhi,New Delhi,Dwarka,575,2,2,1,2,Apartment,Unfurnished,4,24,5511000.0
Himachal Pradesh,Shimla,Sanjauli,2518,2,2,1,12,Builder Floor,Unfurnished,8,9,12344000.0
Gujarat,Ahmedabad,Vastrapur,1051,3,4,1,1,Apartment,Furnished,14,25,12288000.0
Delhi,New Delhi,Karol Bagh,1612,1,1,1,18,Apartment,Furnished,20,28,22522000.0
Karnataka,Mysuru,Gokulam,681,2,1,1,0,Apartment,Furnished,2,10,4088000.0
Uttar Pradesh,Noida,Sector 137,992,3,3,1,12,Independent House,Semi-Furnished,14,15,6126000.0
Delhi,New Delhi,Karol Bagh,2124,1,1,1,8,Apartment,Semi-Furnished,8,9,29879000.0
Tamil Nadu,Coimbatore,Saibaba Colony,1486,4,4,0,1,Apartment,Semi-Furnished,7,26,10711000.0
Maharashtra,Pune,Viman Nagar,755,1,2,1,2,Apartment,Furnished,11,12,9046000.0
Uttarakhand,Dehradun,Rajpur Road,744,2,3,1,1,Apartment,Unfurnished,7,25,5695000.0
Tamil Nadu,Chennai,T Nagar,1334,4,4,0,18,Builder Floor,Semi-Furnished,6,7,14205000.0
Puducherry,Puducherry City,Lawspet,1601,2,1,2,12,Apartment,Semi-Furnished,0,20,8292000.0
Jharkhand,Ranchi,Harmu,987,2,2,1,1,Villa,Unfurnished,16,29,7335000.0
Andhra Pradesh,Vijayawada,Benz Circle,2973,3,2,2,25,Independent House,Semi-Furnished,11,14,13133000.0
Himachal Pradesh,Shimla,Chhota Shimla,1097,1,2,2,12,Apartment,Unfurnished,1,29,5942000.0
Uttar Pradesh,Noida,Sector 62,909,1,2,3,2,Independent House,Unfurnished,11,12,7927000.0
Punjab,Ludhiana,Model Town,1945,3,4,3,5,Independent House,Furnished,11,12,13122000.0
Madhya Pradesh,Indore,Rau,968,1,1,1,8,Apartment,Unfurnished,12,13,3573000.0
Kerala,Kochi,Marine Drive,1142,1,2,1,2,Apartment,Unfurnished,14,15,12542000.0
Maharashtra,Pune,Hinjewadi,1395,2,2,0,8,Apartment,Semi-Furnished,3,16,9804000.0
Telangana,Hyderabad,Kukatpally,1833,5,4,1,25,Independent House,Furnished,9,17,8485000.0
Tamil Nadu,Coimbatore,Saibaba Colony,1784,3,4,0,2,Apartment,Unfurnished,9,10,10452000.0
Sikkim,Gangtok,MG Marg,441,2,1,2,2,Apartment,Semi-Furnished,18,19,3604000.0
Mizoram,Aizawl,Chanmari,901,2,1,1,12,Builder Floor,Unfurnished,18,19,2415000.0
Goa,Panaji,Dona Paula,1791,4,4,2,25,Independent House,Unfurnished,11,22,19664000.0
Jharkhand,Ranchi,Lalpur,1240,3,3,3,5,Apartment,Furnished,8,9,6459000.0
Goa,Margao,Borda,583,1,1,1,1,Independent House,Semi-Furnished,13,28,3990000.0
